"pid","grp","duration","entry","exit","num","ind"
2727,"inactive",265,167,285,6294,1
2731,"inactive",278,181,297,6294,1
2747,"inactive",290,195,308,6294,1
2762,"inactive",303,209,320,6294,1
2770,"inactive",285,189,303,6294,1
2773,"inactive",272,174,291,6294,1
2781,"inactive",297,202,319,6294,1
2800,"inactive",282,185,304,6294,1
2816,"inactive",295,200,315,6294,1
2820,"inactive",276,178,294,6294,1
2822,"inactive",298,204,320,6294,1
2836,"inactive",287,191,307,6294,1
2840,"inactive",287,191,307,6294,1
2841,"inactive",284,187,303,6294,1
2842,"inactive",293,198,312,6294,1
2846,"inactive",291,195,308,6294,1
2864,"inactive",290,194,307,6294,1
2866,"inactive",283,185,304,6294,1
2868,"inactive",276,178,296,6294,1
2870,"inactive",287,191,307,6294,1
2871,"inactive",300,206,324,6294,1
2873,"inactive",280,183,298,6294,1
2874,"inactive",301,207,319,6294,1
2876,"inactive",270,172,288,6294,1
2878,"inactive",279,182,302,6294,1
2880,"inactive",283,185,306,6294,1
2881,"inactive",276,178,297,6294,1
2902,"inactive",298,204,317,6294,1
2908,"inactive",276,177,297,6294,1
2914,"inactive",290,194,312,6294,1
2923,"inactive",285,188,307,6294,1
2937,"inactive",298,203,321,6294,1
2955,"inactive",284,187,304,6294,1
2969,"inactive",306,212,329,6294,1
2972,"inactive",304,210,322,6294,1
2979,"inactive",281,183,301,6294,1
2982,"inactive",294,198,312,6294,1
2984,"inactive",287,191,306,6294,1
2987,"inactive",290,194,310,6294,1
2994,"inactive",291,195,318,6294,1
2996,"inactive",315,222,337,6294,1
3000,"inactive",305,210,326,6294,1
3010,"inactive",305,211,322,6294,1
3030,"inactive",295,199,313,6294,1
3047,"inactive",292,196,311,6294,1
3063,"inactive",307,213,331,6294,1
3069,"inactive",283,186,303,6294,1
3078,"inactive",284,187,302,6294,1
3083,"inactive",298,203,316,6294,1
3084,"inactive",282,184,304,6294,1
3085,"inactive",306,212,325,6294,1
3089,"inactive",313,219,332,6294,1
3092,"inactive",299,205,323,6294,1
3093,"inactive",295,199,316,6294,1
3094,"inactive",294,198,312,6294,1
3095,"inactive",289,192,305,6294,1
3114,"inactive",296,200,314,6294,1
3118,"inactive",304,209,323,6294,1
3123,"inactive",289,193,308,6294,1
3125,"inactive",310,216,332,6294,1
3126,"inactive",283,185,307,6294,1
3127,"inactive",301,207,319,6294,1
3131,"inactive",299,205,318,6294,1
3137,"inactive",292,196,310,6294,1
3143,"inactive",322,228,339,6294,1
3146,"inactive",291,195,314,6294,1
3149,"inactive",309,215,328,6294,1
3151,"inactive",335,242,354,6294,1
3152,"inactive",317,223,336,6294,1
3158,"inactive",320,226,342,6294,1
3162,"inactive",325,231,345,6294,1
3164,"inactive",308,214,328,6294,1
3166,"inactive",326,232,346,6294,1
3167,"inactive",329,235,352,6294,1
3169,"inactive",305,211,329,6294,1
3171,"inactive",315,222,336,6294,1
3175,"inactive",327,233,344,6294,1
3177,"inactive",322,228,343,6294,1
3181,"inactive",315,221,333,6294,1
3212,"inactive",336,243,354,6294,1
3220,"inactive",313,219,333,6294,1
